Date,Close,High,Low,Open,Volume,log_return,price_change,MA_5,MA_10,volatility_5,volatility_10,dayofweek,is_month_end,target_regression,target_direction
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,,,,,,
2020-04-15,62.565879821777344,63.452141797794475,61.406422169235654,62.02894566560732,42236000,-0.006287387393821467,-0.39461517333984375,61.172637939453125,58.83914337158203,1.4605314846105626,3.022945750919846,2,0,62.57234573364258,1
2020-04-16,62.57234573364258,63.365057016813374,61.61542243153011,63.0555359831681,57896000,0.00010334031575555726,0.006465911865234375,61.674539184570314,59.61209831237793,1.4142678248557294,2.871995548527665,3,0,63.645713806152344,1
2020-04-17,63.645713806152344,64.19309603629993,62.99880511817582,63.7800697785387,51050000,0.017008563633923092,1.0733680725097656,62.39539337158203,60.41809501647949,1.2865638292274229,2.744640558864655,4,0,62.7574577331543,0
2020-04-20,62.7574577331543,63.53723033913038,62.52307795892024,63.19237866612476,35292000,-0.014054563404124223,-0.8882560729980469,62.90037841796875,61.256337356567386,0.44695075755470715,1.817354593184476,0,0,60.31961441040039,0
2020-04-21,60.31961441040039,62.202610123197196,59.9633161587621,61.83984635367317,49648000,-0.039620088008364356,-2.4378433227539062,62.37220230102539,61.40049781799316,1.2309486916683745,1.65791652929992,1,0,62.62111282348633,1
2020-04-22,62.62111282348633,63.689502669146925,61.56565781052298,61.76022700362581,46296000,0.037445155516966054,2.3014984130859375,62.38324890136719,61.77794342041015,1.2333667393897818,1.4252224067473693,2,0,63.256072998046875,1
2020-04-23,63.256072998046875,64.10103609301092,62.72660667994224,62.98586521952871,34202000,0.01008865198209559,0.6349601745605469,62.51999435424805,62.09726676940918,1.2958917540329222,1.3542091494549497,3,0,63.526283264160156,1
2020-04-24,63.526283264160156,63.581519212126466,61.904038134854936,62.45142034269284,37402000,0.004262591155674241,0.27021026611328125,62.49610824584961,62.44575080871582,1.2708129393843115,1.2067498483796244,4,0,63.24064636230469,0
2020-04-27,63.24064636230469,64.39711983752524,62.95202534102773,64.29261611187121,44186000,-0.004506496861635124,-0.28563690185546875,62.59274597167969,62.74656219482422,1.3133165374061941,0.9389625204588194,0,0,61.33625411987305,0
2020-04-28,61.33625411987305,63.93233991292163,61.22627956997814,63.854715732055425,80700000,-0.03057614374516934,-1.9043922424316406,62.79607391357422,62.58413810729981,0.8809277394734869,1.033561335845217,1,0,66.78968811035156,1
2020-04-29,66.78968811035156,67.68391147672108,66.02086467346707,66.93001606050674,108358000,0.08517760969419393,5.453433990478516,63.62978897094727,63.00651893615723,1.9714888862164273,1.6837954194782314,2,0,67.01461029052734,1
2020-04-30,67.01461029052734,67.1788261099673,65.76060341040862,66.25126147839727,55842000,0.0033619606353106645,0.22492218017578125,64.38149642944336,63.4507453918457,2.4514844959324753,2.0928296004257003,3,1,65.55259704589844,0
2020-05-01,65.55259704589844,67.24998736729863,65.17142379081537,65.88948738417584,48872000,-0.02205783091934487,-1.4620132446289062,64.78675918579101,63.64143371582031,2.442232714268056,2.1968555546463944,4,0,65.83026885986328,1
2020-05-04,65.83026885986328,65.90840178406958,64.49216850017636,65.09528785583291,30806000,0.004226916888691857,0.27767181396484375,65.30468368530273,63.94871482849121,2.3029991947200985,2.2730532056062347,0,0,67.13004302978516,1
2020-05-05,67.13004302978516,68.22431380913744,66.43387803447494,66.55678740556571,39666000,0.019551933316810266,1.299774169921875,66.46344146728515,64.62975769042968,0.7219983894916976,2.0766753173024397,1,0,66.95140838623047,0
2020-05-06,66.95140838623047,68.1088766042414,66.93648036667742,67.57691974063604,31732000,-0.0026645706376140295,-0.1786346435546875,66.49578552246093,65.0627872467041,0.7435675574655661,2.0627243351985025,2,0,68.13822937011719,1
2020-05-07,68.13822937011719,68.47263673969645,67.30521401409817,67.74162698307182,30652000,0.017571318414619782,1.1868209838867188,66.7205093383789,65.55100288391114,1.0473191413798226,2.162921582315326,3,0,68.88764953613281,1
2020-05-08,68.88764953613281,69.49972107273517,68.2740821604466,68.76224962511807,33326000,0.01093848321721715,0.749420166015625,67.38751983642578,66.0871395111084,1.1721211570132624,2.2672392525360485,4,0,69.84556579589844,1
2020-05-11,69.84556579589844,70.43972524742269,68.44775348367992,68.51194548372064,32718000,0.013809691946035029,0.957916259765625,68.19057922363281,66.74763145446778,1.2132507433379929,2.3075748037411685,0,0,68.43183898925781,0
2020-05-12,68.43183898925781,70.38002162525305,68.39849771813944,70.0759789975778,33918000,-0.02044840325827858,-1.413726806640625,68.45093841552735,67.45718994140626,1.058589176317879,1.351662810219066,1,0,67.09571075439453,0
2020-05-13,67.09571075439453,68.93691403950152,66.08454630529928,68.48059199835623,40368000,-0.019718079873245427,-1.3361282348632812,68.47979888916015,67.48779220581055,1.0082573142450197,1.3382689770777405,2,0,67.52017974853516,1
2020-05-14,67.52017974853516,67.54555585864723,65.85016290773919,66.35873295653832,36660000,0.006306393685561425,0.424468994140625,68.35618896484375,67.53834915161133,1.094775472263766,1.3279166002662448,3,0,68.32633972167969,1
2020-05-15,68.32633972167969,68.40197451957431,66.63143990772049,67.09224193360457,41544000,0.011868827259608047,0.8061599731445312,68.24392700195312,67.81572341918945,1.054699037119559,1.1439995797101212,4,0,68.92945861816406,1
2020-05-18,68.92945861816406,69.30665309609445,67.38782539389712,67.75507292025956,47094000,0.008788303089001966,0.603118896484375,68.06070556640626,68.12564239501953,0.7393268110143494,0.9496487020579235,0,0,68.39302062988281,0
2020-05-19,68.39302062988281,69.29321213831301,68.36117519922374,68.9443854610412,31586000,-0.007812860937739322,-0.53643798828125,68.05294189453124,68.2519401550293,0.7346442072169351,0.8842608776996483,1,0,70.12274932861328,1
2020-05-20,70.12274932861328,70.2655678074449,69.04092345953289,69.12750749452235,38262000,0.02497648634465651,1.7297286987304688,68.658349609375,68.56907424926757,0.9609926244984606,0.9333368716301407,2,0,70.00282287597656,0
2020-05-21,70.00282287597656,70.48600931605345,69.38775960567644,70.21381213676726,30894000,-0.0017117001562404254,-0.11992645263671875,69.15487823486328,68.75553359985352,0.8621922132270519,1.0199344403761972,3,0,70.32577514648438,1
2020-05-22,70.32577514648438,70.51287652573794,69.46538670908407,69.86099439385703,28544000,0.004602808625281772,0.3229522705078125,69.55476531982421,68.89934616088867,0.8453515180710351,1.1354773705373347,4,0,70.73033905029297,1
