Date,Close,High,Low,Open,Volume,log_return,price_change,MA_5,MA_10,volatility_5,volatility_10,dayofweek,is_month_end,target_regression,target_direction,log_return_standardized,price_change_standardized,MA_5_standardized,MA_10_standardized,volatility_5_standardized,volatility_10_standardized,target_regression_standardized
2020/4/15,62.565879821777344,63.452141797794475,61.406422169235654,62.02894566560732,42236000,-0.006287387,-0.394615173,61.172637939453125,58.83914337158203,1.4605314846105626,3.022945750919846,2,0,62.57234573364258,1,-0.361457338,-0.19296849,-1.941003596,-2.004968153,-0.427300653,0.20539557596188016,-1.907061886
2020/4/16,62.57234573364258,63.365057016813374,61.61542243153011,63.0555359831681,57896000,0.0001033403157555,0.0064659118652343,61.67453918457032,59.61209831237793,1.4142678248557294,2.871995548527665,3,0,63.64571380615234,1,-0.031788567,-0.027573114,-1.925584716,-1.981235889,-0.463529983,0.10289196776281542,-1.874054178
2020/4/17,63.645713806152344,64.19309603629993,62.99880511817582,63.7800697785387,51050000,0.017008563633923,1.0733680725097656,62.39539337158203,60.41809501647949,1.2865638292274229,2.744640558864655,4,0,62.7574577331543,0,0.8402755302237206,0.4123895032036638,-1.903439395,-1.956489134,-0.563535693,0.01641082526857154,-1.901369409
2020/4/20,62.7574577331543,63.53723033913038,62.52307795892024,63.19237866612476,35292000,-0.014054563,-0.888256073,62.90037841796875,61.256337356567386,0.4469507575547071,1.817354593184476,0,0,60.31961441040039,0,-0.762130858,-0.396533118,-1.887925778,-1.930752332,-1.221041365,-0.613268074,-1.976336814
2020/4/21,60.31961441040039,62.202610123197196,59.9633161587621,61.83984635367317,49648000,-0.039620088,-2.437843323,62.37220230102539,61.40049781799316,1.2309486916683745,1.65791652929992,1,0,62.62111282348633,1,-2.080940774,-1.035542473,-1.904151847,-1.926326131,-0.607088217,-0.721535414,-1.905562223
2020/4/22,62.62111282348633,63.689502669146925,61.56565781052298,61.76022700362581,46296000,0.037445155516966,2.301498413085937,62.38324890136719,61.77794342041015,1.2333667393897818,1.425222406747369,2,0,63.25607299804688,1,1.8945069781162653,0.9188384152877365,-1.903812485,-1.914737307,-0.60519463,-0.879547704,-1.886036228
2020/4/23,63.256072998046875,64.10103609301092,62.72660667994224,62.98586521952871,34202000,0.0100886519820955,0.6349601745605469,62.51999435424805,62.09726676940918,1.2958917540329222,1.3542091494549495,3,0,63.52628326416016,1,0.4833085505167135,0.23160152359778405,-1.899611535,-1.904933028,-0.556230943,-0.927769667,-1.87772685
2020/4/24,63.526283264160156,63.581519212126466,61.904038134854936,62.45142034269284,37402000,0.0042625911556742,0.2702102661132812,62.49610824584961,62.44575080871582,1.2708129393843115,1.2067498483796244,4,0,63.24064636230469,0,0.18276839315102172,0.08118817721858866,-1.900345339,-1.894233419,-0.575870302,-1.027902759,-1.886510621
2020/4/27,63.24064636230469,64.39711983752524,62.95202534102773,64.29261611187121,44186000,-0.004506497,-0.285636902,62.59274597167969,62.74656219482422,1.313316537406194,0.9389625204588194,0,0,61.33625411987305,0,-0.269589241,-0.148028694,-1.897376537,-1.884997519,-0.542585498,-1.209745293,-1.945073591
2020/4/28,61.33625411987305,63.93233991292163,61.22627956997814,63.854715732055425,80700000,-0.030576144,-1.904392242,62.79607391357422,62.58413810729981,0.8809277394734869,1.033561335845217,1,0,66.78968811035156,1,-1.614404548,-0.815561165,-1.891130111,-1.889984473,-0.881191574,-1.14550742,-1.777372167
2020/4/29,66.78968811035156,67.68391147672108,66.02086467346707,66.93001606050674,108358000,0.0851776096941939,5.453433990478516,63.62978897094727,63.00651893615723,1.9714888862164277,1.6837954194782314,2,0,67.01461029052734,1,4.356808645963181,2.2186144173859024,-1.865517597,-1.87701599,-0.027167066,-0.703962204,-1.770455466
2020/4/30,67.01461029052734,67.1788261099673,65.76060341040862,66.25126147839727,55842000,0.0033619606353106,0.2249221801757812,64.38149642944336,63.4507453918457,2.4514844959324757,2.0928296004257003,3,1,65.55259704589844,0,0.13630893342638206,0.06251255208692999,-1.842424435,-1.863376774,0.34872016886965845,-0.426205177,-1.815414606
2020/5/1,65.55259704589844,67.24998736729863,65.17142379081537,65.88948738417584,48872000,-0.022057831,-1.462013245,64.78675918579101,63.64143371582031,2.442232714268056,2.1968555546463944,4,0,65.83026885986328,1,-1.174983273,-0.633135607,-1.82997438,-1.857522014,0.3414750471251196,-0.355565751,-1.806875774
2020/5/4,65.83026885986328,65.90840178406958,64.49216850017636,65.09528785583291,30806000,0.0042269168886918,0.2776718139648437,65.30468368530273,63.94871482849121,2.3029991947200985,2.2730532056062347,0,0,67.13004302978516,1,0.18092811888471577,0.08426512489021301,-1.814063251,-1.848087471,0.23244050257625096,-0.303823295,-1.766905733
2020/5/5,67.13004302978516,68.22431380913744,66.43387803447494,66.55678740556571,39666000,0.0195519333168102,1.299774169921875,66.46344146728515,64.62975769042968,0.7219983894916976,2.07667531730244,1,0,66.95140838623047,0,0.9714764818628709,0.5057534711272718,-1.778465118,-1.827177211,-1.005650033,-0.437174836,-1.772399022
2020/5/6,66.95140838623047,68.1088766042414,66.93648036667742,67.57691974063604,31732000,-0.002664571,-0.178634644,66.49578552246093,65.0627872467041,0.7435675574655661,2.0627243351985025,2,0,68.13822937011719,1,-0.174572589,-0.103903754,-1.777471478,-1.813881777,-0.988759097,-0.446648331,-1.735902464
2020/5/7,68.13822937011719,68.47263673969645,67.30521401409817,67.74162698307182,30652000,0.0175713184146197,1.1868209838867188,66.7205093383789,65.55100288391114,1.0473191413798226,2.162921582315326,3,0,68.88764953613281,1,0.8693055069760868,0.45917452401234476,-1.770567751,-1.798891948,-0.75088954,-0.378608811,-1.712856649
2020/5/8,68.88764953613281,69.49972107273517,68.2740821604466,68.76224962511807,33326000,0.0109384832172171,0.749420166015625,67.38751983642578,66.0871395111084,1.1721211570132624,2.2672392525360485,4,0,69.84556579589844,1,0.5271475046140419,0.2788018379572364,-1.750076559,-1.782430787,-0.653156387,-0.307771294,-1.683399261
2020/5/11,69.84556579589844,70.43972524742269,68.44775348367992,68.51194548372064,32718000,0.013809691946035,0.957916259765625,68.19057922363281,66.74763145446778,1.2132507433379929,2.3075748037411685,0,0,68.43183898925781,0,0.675260191538859,0.3647801876199669,-1.725405816,-1.762151508,-0.620947579,-0.280381204,-1.72687352
2020/5/12,68.43183898925781,70.38002162525305,68.39849771813944,70.0759789975778,33918000,-0.020448403,-1.413726807,68.45093841552735,67.45718994140626,1.058589176317879,1.351662810219066,1,0,67.09571075439453,0,-1.091960171,-0.61322354,-1.717407336,-1.740365724,-0.742063913,-0.929498773,-1.767961503
2020/5/13,67.09571075439453,68.93691403950152,66.08454630529928,68.48059199835623,40368000,-0.01971808,-1.336128235,68.47979888916015,67.48779220581055,1.0082573142450195,1.3382689770777405,2,0,67.52017974853516,1,-1.054286087,-0.581223913,-1.716520715,-1.739426134,-0.781479074,-0.938593933,-1.754908434
2020/5/14,67.52017974853516,67.54555585864723,65.85016290773919,66.35873295653832,36660000,0.0063063936855614,0.424468994140625,68.35618896484375,67.53834915161133,1.094775472263766,1.3279166002662448,3,0,68.32633972167969,1,0.288198932284957,0.14480045224166932,-1.720318129,-1.737873869,-0.713726223,-0.945623775,-1.730117783
2020/5/15,68.32633972167969,68.40197451957431,66.63143990772049,67.09224193360457,41544000,0.011868827259608,0.8061599731445312,68.24392700195312,67.81572341918945,1.054699037119559,1.1439995797101212,4,0,68.92945861816406,1,0.575139750701892,0.30219985414728784,-1.723766922,-1.729357565,-0.745110303,-1.070513692,-1.711570956
